from,to,amount
611,829,336
537,998,893
915,344,245
468,190,361
62,542,242
356,74,787
669,498,721
785,339,239
237,178,540
818,691,42
700,665,916
15,179,332
215,658,346
371,523,58
776,201,6
280,26,314
635,31,117
162,228,743
566,422,651
905,981,970
760,620,899
241,978,333
769,776,224
491,229,684
617,204,598
645,23,295
950,293,339
547,479,214
446,468,941
254,728,408
574,350,745
639,535,75
643,680,671
76,824,657
823,694,998
533,40,623
771,528,970
669,828,490
24,941,280
135,493,602
708,475,57
887,317,253
330,842,245
150,638,62
437,857,406
482,63,325
353,404,39
38,310,896
983,960,51
733,44,871
449,88,510
420,381,931
782,420,177
449,237,775
382,370,381
900,744,3
295,191,323
507,81,749
256,552,31
278,33,731
451,677,453
687,125,338
688,975,655
755,694,463
190,234,436
111,74,323
634,788,189
441,190,296
224,602,492
856,475,2
664,322,832
143,543,802
11,816,913
784,672,1
502,911,35
286,248,110
79,857,511
350,279,22
412,342,523
361,591,872
187,435,222
865,440,670
572,610,447
289,665,668
633,606,67
829,550,196
746,275,473
589,298,686
584,485,37
85,742,420
914,915,987
179,202,320
500,399,253
886,688,251
937,44,57
491,451,474
759,312,319
976,711,767
174,236,683
701,461,544
250,551,949
365,482,973
434,811,509
372,760,491
318,627,121
614,278,857
508,208,773
611,313,852
273,65,825
14,704,371
899,320,4
561,928,525
363,858,534
888,123,566
92,49,662
657,836,478
192,200,478
911,509,176
772,809,634
991,634,769
160,641,25
692,275,461
32,953,427
10,759,909
917,106,644
705,956,351
654,984,447
768,195,752
49,259,859
980,196,9
661,466,812
166,803,324
343,662,894
485,499,284
564,999,993
794,761,774
156,415,252
890,977,65
608,832,532
515,673,51
16,97,517
727,600,987
586,198,813
485,167,902
486,191,472
741,277,84
923,658,184
825,606,642
68,70,345
170,117,738
128,730,522
599,72,667
56,770,625
33,824,312
811,589,572
774,233,578
271,3,706
954,362,486
879,753,623
131,724,869
801,316,909
539,969,740
555,173,92
111,255,362
6,681,378
723,31,952
703,367,394
60,314,395
942,745,904
431,766,592
678,118,784
662,458,690
303,735,564
128,359,730
45,518,987
175,434,265
777,927,260
584,805,904
186,100,524
318,308,969
95,97,110
420,224,818
342,148,768
341,419,909
685,210,807
115,223,602
711,865,242
909,708,147
612,621,799
440,553,36
727,179,977
681,914,619
807,285,11
837,797,203
483,703,708
205,325,764
975,325,551
542,724,193
933,161,414
169,246,831
422,956,365
665,726,319
632,737,418
167,841,383
288,831,707
714,33,811
297,418,975
50,663,845
258,304,945
82,990,493
650,956,266
177,804,854
131,203,897
314,108,670
608,429,346
685,963,755
763,571,70
455,403,220
277,362,80
217,418,900
357,233,835
260,446,855
965,956,824
725,911,498
964,110,446
552,961,768
83,182,274
720,415,214
957,554,959
754,93,28
727,163,424
304,395,822
349,770,629
900,991,387
144,653,442
101,911,360
762,386,867
796,700,758
141,984,224
317,359,453
157,67,491
775,605,937
12,382,192
522,137,537
367,47,600
979,987,507
849,328,81
353,598,984
882,259,241
990,289,733
768,834,707
765,706,405
925,461,397
141,666,471
652,177,430
55,717,950
349,706,616
461,209,968
832,867,941
977,169,221
547,644,163
509,364,511
504,345,971
774,556,344
109,936,977
991,362,388
106,231,788
264,672,735
938,363,630
911,660,68
346,918,849
266,881,975
428,317,849
982,26,79
554,321,86
35,56,606
598,598,399
718,608,58
400,244,840
219,69,136
952,111,889
240,517,288
74,428,983
171,220,801
723,343,500
958,873,709
286,707,761
764,843,616
414,859,938
969,833,564
641,554,200
574,926,985
326,106,602
521,37,674
150,682,75
493,446,693
144,654,895
447,810,726
596,533,539
261,732,81
997,175,449
719,223,901
429,898,571
631,860,130
20,657,38
209,30,626
257,237,335
878,654,994
393,84,131
733,523,637
588,157,978
350,880,485
394,134,550
109,122,69
900,954,578
872,899,517
247,118,285
87,45,609
520,80,822
601,52,952
133,639,542
960,821,171
275,551,841
324,804,497
319,927,196
744,753,959
898,691,771
253,690,742
741,656,433
651,862,634
962,368,523
254,807,489
70,436,615
266,916,784
956,316,57
966,473,202
864,422,665
86,848,159
909,581,655
695,880,389
845,424,104
481,424,317
553,585,95
139,212,416
906,143,915
93,279,926
962,876,342
252,42,49
12,958,31
939,727,775
386,37,712
126,45,959
918,884,836
785,270,978
999,53,52
24,83,105
711,991,957
820,578,882
683,66,916
384,211,217
613,343,684
736,174,924
784,788,498
526,205,97
177,831,757
858,360,682
851,309,278
208,588,523
829,495,697
45,760,309
810,91,497
813,999,185
157,650,486
69,237,260
714,368,44
308,104,106
176,891,612
312,229,274
283,526,153
251,852,88
139,977,155
973,680,255
406,648,439
645,982,580
28,188,787
512,285,161
596,951,828
967,488,546
544,436,719
765,668,230
628,620,515
16,731,291
86,47,325
699,167,389
63,226,641
666,922,612
773,703,668
501,683,538
335,273,474
680,25,420
154,745,210
509,915,302
586,725,532
684,956,817
485,931,52
208,35,829
796,908,241
626,598,641
33,336,334
420,821,353
176,617,665
882,217,201
194,534,690
904,833,559
557,880,257
846,512,614
655,973,761
515,201,526
351,588,671
610,916,35
482,323,447
928,818,685
389,553,895
470,912,255
285,388,821
617,354,922
160,251,349
79,555,667
353,725,196
420,475,471
1,193,677
50,306,277
177,988,547
136,134,2
106,894,1000
433,755,895
168,618,622
59,115,357
64,298,337
383,538,899
148,247,735
395,180,260
35,557,154
35,54,792
618,296,382
483,680,70
76,984,318
387,621,503
307,557,597
740,879,454
462,840,186
482,790,530
234,3,831
144,602,692
190,534,534
671,762,609
566,615,49
728,653,725
562,951,272
389,98,680
223,484,320
541,579,318
264,798,511
736,817,999
711,368,20
874,408,226
156,320,593
260,424,949
486,64,167
830,52,31
653,944,924
801,542,858
832,308,487
869,324,677
146,696,489
908,501,795
547,929,644
831,686,610
538,138,895
407,921,194
218,338,899
235,18,939
242,258,333
268,332,833
67,270,147
2,288,437
770,413,478
36,847,688
58,658,701
325,286,314
638,521,400
470,384,430
467,306,125
906,536,221
561,25,38
243,432,96
316,597,192
948,951,842
545,6,541
677,253,538
905,877,706
468,703,457
251,292,644
813,410,48
328,211,876
118,178,783
624,768,557
861,778,450
317,327,196
707,267,796
286,684,55
592,168,445
708,61,455
184,672,678
438,211,192
751,378,226
874,861,115
469,798,990
813,179,648
636,667,631
744,777,92
80,913,322
265,649,727
955,988,28
685,743,848
557,401,227
51,761,461
862,328,475
690,409,441
967,701,234
881,54,36
818,695,340
674,486,351
363,338,26
619,901,585
770,517,554
108,168,360
216,59,964
724,85,456
493,443,81
355,722,185
226,239,909
91,952,103
441,476,537
282,466,899
775,685,375
746,373,710
770,187,55
568,493,355
435,348,538
217,589,18
126,344,883
243,404,565
639,731,722
469,84,384
375,474,410
305,513,42
896,577,212
874,847,713
733,254,273
798,576,523
312,310,487
56,444,539
532,541,320
337,595,725
690,472,758
232,448,156
583,963,362
355,383,882
46,569,251
287,11,404
590,768,789
576,866,774
726,739,114
544,757,462
397,647,953
672,644,284
747,653,870
361,205,202
431,791,282
39,752,743
434,400,479
143,885,265
152,562,998
865,274,660
77,937,671
529,927,938
855,739,864
546,81,620
690,598,416
570,824,930
457,770,551
802,788,830
469,100,739
52,107,758
358,189,909
139,516,8
444,569,445
254,476,736
979,305,616
592,270,441
56,348,183
885,741,230
885,759,819
912,136,135
744,582,616
231,169,441
221,843,204
849,388,187
243,603,574
114,850,487
159,693,776
736,96,786
961,110,755
450,939,615
710,40,777
76,347,532
542,593,785
404,552,489
851,258,101
980,541,686
39,911,971
684,203,25
858,972,625
133,935,55
600,205,11
884,773,16
748,96,455
345,698,117
165,214,390
148,601,548
627,129,2
509,802,446
70,641,510
883,686,994
849,675,935
336,247,13
537,693,294
844,7,768
569,154,174
569,406,313
93,209,131
762,290,595
159,537,504
309,291,629
885,366,5
481,981,293
843,574,720
603,122,630
797,510,186
228,956,530
411,739,78
187,690,244
608,661,972
62,442,887
871,236,770
743,849,364
371,973,945
486,901,347
710,964,575
827,156,7
617,823,384
546,168,522
539,939,966
231,325,162
12,675,281
657,897,315
464,402,311
474,809,134
147,849,972
552,547,491
424,370,541
923,448,705
459,865,753
163,560,984
652,341,800
570,600,496
965,650,909
889,807,348
142,130,458
574,743,985
170,122,401
270,977,86
2,543,748
282,179,944
125,208,294
651,146,933
134,661,305
161,932,244
314,32,933
712,845,688
329,781,780
654,575,348
797,800,680
464,99,362
242,725,811
781,594,638
443,896,398
308,359,361
5,669,589
229,135,764
371,780,793
518,583,525
917,15,522
157,85,133
263,775,7
501,37,459
693,350,731
839,591,498
106,598,392
94,216,328
388,755,555
170,451,497
88,910,695
407,842,815
402,492,846
972,992,530
72,112,171
471,392,412
264,646,341
988,206,199
903,182,159
456,733,572
3,181,630
530,943,937
595,351,766
500,627,471
535,161,190
337,4,554
586,588,248
74,171,217
79,351,796
175,79,316
968,805,647
437,832,498
479,811,978
568,401,293
941,213,312
126,809,772
901,262,406
673,358,709
975,593,654
579,238,236
608,991,225
770,70,296
731,28,227
974,281,14
59,350,125
203,471,211
850,980,73
998,71,11
727,862,796
188,276,76
385,80,209
104,470,137
963,694,782
988,472,485
523,849,758
858,604,696
992,133,289
192,704,636
81,328,793
597,136,544
750,921,50
643,704,167
146,547,812
229,158,289
997,969,808
557,746,375
645,895,926
387,356,432
443,44,374
698,300,387
789,405,785
481,748,943
187,297,16
298,719,987
632,866,942
456,580,482
504,141,667
251,763,446
807,123,109
420,480,89
628,66,379
886,59,503
165,388,263
606,564,637
667,1,191
454,785,985
4,519,75
962,862,742
630,510,708
870,236,438
909,480,313
417,419,410
345,297,373
9,786,551
979,182,851
541,36,372
283,802,73
941,802,878
282,30,546
549,163,842
992,180,69
301,893,201
723,544,546
189,610,22
47,436,821
32,293,561
159,92,582
519,136,23
404,32,272
422,510,392
595,925,322
135,141,300
795,987,262
806,317,834
734,816,347
46,377,741
211,115,444
439,773,608
914,673,631
619,365,467
452,677,745
402,658,983
110,123,269
739,25,759
898,793,271
46,198,744
116,734,73
861,497,867
109,821,350
124,689,667
693,820,420
791,350,774
489,397,140
867,130,890
634,447,405
408,627,436
414,453,244
892,442,202
397,637,841
757,212,57
356,213,81
476,721,998
579,597,255
857,704,631
323,303,588
714,35,332
803,502,821
382,548,521
560,858,409
322,468,636
482,847,165
825,670,891
363,814,134
73,71,959
370,246,522
590,821,37
638,504,245
99,275,607
487,340,949
75,776,652
590,198,78
359,537,235
748,476,748
776,167,592
437,988,994
424,71,260
201,630,759
695,997,777
135,459,417
315,882,433
441,441,484
795,831,130
377,640,753
725,701,757
161,251,429
485,699,65
750,102,620
461,771,441
742,202,496
967,788,40
131,964,292
95,341,152
89,934,499
820,984,834
219,972,107
455,146,544
195,19,287
419,446,445
430,702,481
163,226,784
724,821,61
203,494,656
618,186,188
280,453,569
301,287,399
256,545,672
884,633,493
758,375,505
477,202,965
72,549,305
161,921,729
809,730,486
185,204,480
251,861,466
271,968,108
370,556,468
240,382,92
758,0,535
558,981,340
499,540,707
130,413,155
181,678,517
962,273,62
89,475,861
308,66,678
713,86,356
688,135,349
348,637,889
760,752,24
0,657,581
406,308,131
315,37,324
173,365,821
265,757,484
677,209,247
762,811,969
612,503,944
138,904,997
676,201,323
902,601,843
588,579,309
396,415,732
149,958,766
485,892,273
618,233,894
869,423,679
734,339,427
174,234,189
851,740,850
443,412,921
549,134,16
596,392,745
62,112,960
29,178,336
791,345,283
354,872,917
421,641,663
956,108,441
977,906,585
692,0,275
695,440,344
332,927,518
753,629,971
910,733,807
231,874,697
0,30,669
82,917,519
926,181,470
367,716,502
237,415,887
385,628,307
21,524,124
413,882,833
447,613,687
629,729,763
839,72,339
112,185,454
553,645,443
676,141,99
555,34,70
199,681,368
455,680,3
202,975,363
78,787,2
369,194,191
968,363,708
989,843,972
684,972,991
642,846,361
269,648,610
89,801,668
285,944,357
386,175,612
819,698,316
648,145,523
650,22,535
762,708,382
120,235,768
802,289,88
152,655,422
18,152,229
215,212,582
560,71,122
460,917,136
699,138,594
571,5,757
48,840,366
22,675,62
752,50,144
138,799,998
678,331,428
296,351,568
409,600,380
240,398,208
842,346,283
517,597,228
86,366,776
903,279,968
906,959,430
417,201,227
747,820,540
213,127,760
261,777,514
689,322,48
99,514,345
947,819,324
140,599,966
303,606,76
559,140,402
366,104,761
327,996,636
778,707,959
171,278,737
488,286,566
529,172,166
680,696,589
25,830,757
865,879,21
529,106,616
255,750,564
747,893,105
725,980,961
890,983,322
20,948,648
159,685,918
549,674,88
10,118,228
916,541,339
229,95,19
350,112,373
571,643,480
642,438,341
504,761,72
725,494,457
89,773,1
717,373,147
785,407,150
503,988,94
398,765,111
361,586,913
438,659,888
373,843,637
826,792,847
372,591,77
906,261,283
360,65,403
395,580,87
615,823,934
677,343,847
170,226,576
433,69,125
578,842,756
281,560,910
602,705,140
790,207,34
483,821,520
246,998,457
39,392,839
866,722,420
661,226,759
912,439,649
66,881,510
983,69,951
14,706,909
874,871,126
805,109,414
204,518,188
879,644,538
57,505,170
309,549,62
415,664,41
16,877,836
446,347,553
899,440,630
482,756,197
117,558,871
859,739,8
746,81,750
991,536,66
221,983,492
157,338,388
63,468,730
628,590,563
816,836,939
427,906,910
18,752,697
212,541,694
82,738,602
285,341,393
865,311,77
160,614,981
236,528,300
265,743,28
849,39,837
321,89,27
679,130,483
22,331,76
758,305,242
223,37,586
630,255,67
418,320,269
10,457,56
488,557,745
633,865,838
192,613,665
363,42,930
821,327,682
924,857,468
47,638,580
185,606,4
246,624,902
395,195,466
866,731,845
589,873,572
202,59,684
190,903,465
788,567,785
969,90,387
886,608,34
994,973,605
876,806,272
747,499,125
254,289,840
816,123,301
402,980,13
965,870,249
376,911,799
93,952,733
694,477,824
920,138,185
601,470,285
741,836,659
946,287,963
323,637,44
674,489,881
677,990,115
272,721,262
483,641,187
704,833,37
179,564,9
788,474,762
251,854,369
928,986,647
962,759,751
0,981,253
890,478,749
186,935,694
852,930,460
276,749,942
411,289,901
861,572,315
33,34,38
272,214,489
534,633,361
366,994,45
33,371,232
899,242,52
457,824,249
392,972,790
311,356,257
912,792,406
25,961,497
927,789,181
962,165,829
886,192,343
941,345,352
393,958,879
453,950,332
677,812,709
773,644,619
710,77,655
713,768,595
564,550,606
83,612,36
614,271,431
634,441,757
675,774,188
391,509,69
344,574,752
837,665,160
74,942,136
666,375,366
309,894,3
590,95,960
98,172,451
790,103,495
335,236,752
709,366,431
494,233,717
615,763,517
885,959,846
226,585,394
389,515,559
910,987,578
536,345,216
594,499,553
22,205,11
641,643,922
291,478,87
405,95,589
435,103,672
465,204,10
76,699,789
979,292,881
126,169,696
764,872,587
376,462,329
62,579,860
321,122,151
910,645,844
305,358,341
827,265,722
402,648,498
192,919,534
436,90,997
18,287,926
720,655,895
666,170,286
65,457,823
707,758,246
412,43,293
514,771,786
624,237,991
45,603,239
456,164,278
425,282,425
618,808,250
361,617,382
712,772,191
95,286,109
163,853,670
466,96,3
489,757,761
193,946,848
580,452,429
767,5,392
970,496,944
82,877,689
793,749,469
453,763,124
460,469,469
278,824,96
9,613,83
22,295,590
873,471,145
814,978,657
6,645,883
872,946,186
811,312,336
111,699,271
17,448,646
831,255,403
175,236,461
621,205,392
692,967,875
204,18,908
403,774,565
776,658,255
358,650,545
148,465,225
861,530,398
115,193,861
375,450,392
524,480,92
604,467,487
838,230,407
684,842,99
982,870,619
710,797,481
555,660,106
588,332,961
335,398,62
19,103,843
684,869,517
550,864,873
605,515,440
937,989,937
2,575,976
662,877,105
558,123,694
188,413,440
952,50,939
354,65,155
814,683,103
926,51,423
609,450,105
40,38,665
988,582,677
622,311,593
297,107,208
391,975,331
673,504,26
453,306,278
539,714,435
588,143,650
35,131,542
292,3,419
879,659,58
242,706,404
775,322,917
284,318,12
739,441,515
68,438,126
440,41,555
50,357,288
987,948,398
984,643,748
323,771,584
989,133,422
672,582,804
985,413,615
167,252,728
121,937,758
803,376,801
405,377,985
32,385,596
677,207,763
156,978,430
353,1,73
987,860,213
905,801,535
5,658,379
526,24,684
937,922,872
311,339,112
136,594,917
703,967,663
884,149,199
734,515,833
434,910,786
408,205,882
441,363,823
193,375,255
139,350,496
510,759,19
324,333,339
196,301,725
402,235,547
570,678,618
699,634,539
522,400,769
195,413,972
213,832,534
772,694,456
632,125,805
650,500,552
273,551,583
837,991,281
814,303,844
321,278,285
807,420,566
913,789,80
480,391,338
779,12,319
194,923,769
255,636,721
50,621,488
959,523,985
208,592,34
827,379,38
728,672,296
599,223,579
684,602,32
102,890,346
628,777,773
989,439,531
314,96,529
332,604,933
397,788,997
248,159,602
939,735,734
249,736,231
649,955,887
581,832,906
402,675,314
207,500,777
674,327,175
751,799,529
177,469,774
129,129,199
962,65,766
205,202,582
76,471,480
571,157,460
852,666,916
281,437,849
484,609,183
927,487,722
905,831,56
556,680,548
945,11,194
714,913,320
328,881,294
931,693,452
576,270,315
656,20,147
516,586,455
36,202,709
410,243,543
161,944,644
205,154,98
875,171,97
432,427,755
773,994,521
595,762,254
69,999,882
275,914,327
252,627,430
570,540,112
610,118,898
429,622,521
781,376,951
438,189,875
858,66,285
400,402,840
815,352,483
203,182,206
865,273,923
935,910,160
769,982,407
195,944,868
156,682,175
766,802,871
729,431,933
187,110,47
584,741,470
688,304,219
738,81,670
759,562,739
824,906,401
238,648,191
172,545,933
971,377,976
878,330,973
819,575,492
90,678,240
363,471,570
598,886,137
84,21,694
227,317,91
976,266,164
16,506,155
107,864,254
154,390,51
567,776,877
54,348,975
359,244,455
233,497,998
451,167,469
824,505,323
199,617,472
226,51,910
189,126,14
647,579,77
24,715,776
220,925,781
250,723,676
173,710,355
66,816,35
643,267,198
435,350,875
957,886,412
200,41,372
633,652,986
483,662,851
502,911,302
560,559,455
746,279,841
34,415,154
354,31,150
296,417,294
595,615,156
603,566,211
10,952,392
795,528,478
878,810,800
361,268,837
886,931,310
65,110,566
937,183,661
540,333,633
337,460,3
232,48,739
185,445,268
329,676,769
847,877,382
640,245,738
916,879,16
989,8,261
577,492,227
944,611,837
121,504,390
741,422,408
114,280,255
99,703,731
107,59,753
663,516,275
157,320,419
271,975,278
770,579,803
788,279,238
420,199,547
577,753,938
509,350,566
762,940,499
393,377,609
676,962,372
471,180,90
99,986,415
441,467,525
343,217,122
238,832,268
918,52,34
866,357,297
578,58,472
884,366,365
232,272,948
682,90,6
646,788,687
751,385,663
523,278,660
558,530,486
387,603,27
912,9,663
605,414,201
106,399,50
193,534,805
921,118,686
205,110,225
299,688,663
682,451,636
533,786,269
200,922,162
713,670,270
446,845,61
877,892,968
990,785,831
907,278,162
993,463,245
869,170,302
627,944,477
80,877,582
84,618,678
42,841,762
684,549,868
704,720,794
740,917,116
682,662,57
508,614,560
674,838,105
950,532,270
839,609,388
102,713,972
992,250,552
697,119,956
930,481,29
526,719,326
533,882,244
79,704,816
208,469,211
35,278,271
121,214,203
757,503,879
224,341,278
967,622,367
375,59,559
208,261,765
405,723,481
124,639,942
923,182,329
273,546,741
410,654,500
7,201,556
252,986,683
423,927,147
86,717,464
597,751,123
87,604,807
832,429,512
503,191,958
762,548,641
98,470,600
571,13,362
130,116,288
592,205,259
420,539,612
973,54,235
782,286,510
981,796,686
150,696,320
489,343,526
714,275,106
800,406,918
507,216,449
533,153,315
169,462,943
31,124,535
573,177,851
931,795,431
642,974,90
38,188,488
45,584,104
514,749,686
64,488,256
890,340,934
739,850,186
56,692,464
104,729,456
119,797,337
455,439,677
587,364,99
729,459,753
571,395,592
161,415,95
170,785,745
333,457,753
807,982,876
414,308,188
218,362,338
949,699,102
321,546,851
361,605,526
252,691,124
241,184,75
353,737,767
878,468,578
38,249,142
684,434,77
765,332,846
910,384,858
812,350,148
51,583,887
37,51,219
517,197,587
388,107,88
327,529,266
486,319,306
905,974,684
555,825,75
854,14,883
10,418,384
828,585,314
690,615,308
241,808,869
777,354,384
933,346,714
494,518,617
166,75,251
504,541,498
277,251,160
412,576,801
210,680,143
93,980,956
661,967,643
294,719,881
116,694,755
144,813,551
814,328,258
21,932,219
827,190,424
471,426,477
20,541,574
116,976,492
394,188,163
0,401,372
146,338,74
226,444,646
833,764,72
339,316,144
197,259,203
536,327,248
463,964,268
917,249,742
201,952,908
323,870,538
128,991,74
852,458,576
241,348,716
185,820,577
66,198,503
129,741,837
757,461,743
330,83,911
208,148,371
214,878,798
762,883,969
96,905,431
95,962,123
314,140,153
513,993,640
876,674,1000
959,777,483
273,958,261
32,445,554
452,77,862
678,488,170
951,296,655
533,805,269
532,659,791
614,561,241
532,101,968
302,36,673
608,329,197
740,677,665
618,971,442
34,130,201
687,76,252
866,205,530
347,160,183
712,197,469
128,283,325
823,263,2
111,224,401
122,851,802
42,992,183
258,96,145
172,379,3
49,565,598
669,73,503
434,864,263
499,659,216
778,684,838
418,102,696
947,491,377
251,294,27
988,66,647
630,409,656
50,463,640
85,983,171
782,566,217
249,304,876
140,258,732
469,632,471
316,459,509
312,279,941
98,640,17
628,491,392
131,927,735
652,272,589
591,597,178
552,7,813
840,12,903
682,724,241
762,870,70
89,791,682
915,473,40
653,659,718
291,981,455
146,160,938
215,632,48
118,999,776
211,276,343
154,918,830
73,286,955
367,907,408
364,781,364
585,256,481
372,68,588
228,806,670
230,80,645
981,708,449
330,801,109
122,242,419
508,690,256
476,169,717
113,139,524
427,994,521
475,125,174
692,856,34
235,400,916
853,756,694
820,481,722
925,128,268
147,19,297
878,746,799
283,820,504
294,52,86
509,790,407
476,397,14
271,531,719
264,466,234
206,804,778
89,862,170
571,28,230
597,704,688
101,974,460
800,858,629
696,878,549
621,982,49
361,372,454
142,560,999
887,486,46
150,572,816
163,639,119
60,538,875
760,324,128
326,493,415
763,677,193
821,624,493
476,674,625
971,370,63
381,478,360
259,760,246
552,656,693
412,345,132
709,717,787
331,588,534
852,813,305
587,921,451
795,881,450
275,594,558
882,509,693
674,456,700
725,486,982
174,651,894
801,431,401
577,579,995
876,648,638
210,393,708
663,542,405
724,999,583
191,148,80
148,313,710
45,34,544
230,965,857
469,39,589
230,584,137
444,202,887
273,386,813
463,426,99
125,540,127
461,505,822
293,10,753
296,680,14
608,289,175
989,886,308
160,860,774
375,25,310
183,841,189
709,439,704
336,848,865
187,683,915
230,873,717
521,689,85
441,358,636
779,344,146
114,328,92
939,550,247
463,275,270
192,211,983
235,527,497
563,694,121
616,842,927
554,601,625
593,930,163
865,26,125
893,185,751
266,208,264
206,173,333
744,944,296
126,502,886
807,574,538
674,872,647
687,300,612
711,348,549
592,88,996
833,426,22
847,579,354
687,266,483
976,709,434
628,915,457
122,154,553
607,695,396
119,576,663
929,991,311
514,762,194
292,563,778
29,369,493
475,632,958
116,220,82
448,907,858
910,614,752
242,449,495
31,742,31
703,709,341
757,284,1
832,365,543
885,91,644
847,583,238
376,368,687
726,931,609
661,759,937
646,465,986
645,827,618
254,820,384
976,783,867
749,70,807
680,228,605
248,601,651
324,121,577
305,854,348
607,860,967
583,103,246
981,141,976
186,619,955
46,810,50
854,732,676
127,769,960
198,877,83
273,289,301
293,295,699
975,921,124
890,533,887
319,305,495
25,472,468
249,17,978
730,70,111
816,866,454
73,771,100
786,956,597
61,44,671
929,537,851
955,919,885
759,685,415
743,456,717
127,907,486
109,659,527
692,584,902
17,724,554
118,827,532
538,553,560
28,367,516
114,232,974
395,522,299
883,314,528
884,924,641
255,796,536
892,273,203
864,141,510
896,21,751
439,37,51
998,610,2
49,357,558
641,374,120
9,898,301
10,36,312
976,903,927
374,225,705
760,63,976
457,663,736
447,633,963
618,201,637
666,588,450
322,237,707
540,511,593
913,39,476
467,872,500
689,206,390
367,644,407
933,273,724
800,678,821
928,161,398
53,440,60
346,472,543
566,420,349
845,271,336
317,812,808
494,565,365
713,929,858
403,409,504
209,991,470
563,613,382
91,751,312
788,153,569
262,384,609
75,556,348
962,627,79
768,160,473
616,880,245
745,298,251
208,230,499
910,463,173
985,871,550
610,241,630
297,422,501
480,852,455
566,302,782
287,379,326
761,557,252
182,910,975
458,923,367
171,473,96
148,581,735
958,351,737
419,295,629
879,804,567
673,753,817
279,781,592
33,999,819
353,21,414
232,542,419
953,821,786
891,74,543
546,920,923
838,56,556
334,780,187
30,38,996
344,676,307
452,284,19
380,831,663
187,179,232
248,991,663
33,385,863
202,88,732
713,459,702
420,880,195
342,833,184
596,333,3
119,914,568
141,647,87
522,380,566
438,275,755
548,908,216
893,26,678
86,916,785
825,120,87
983,465,448
916,87,471
357,810,233
954,403,367
127,339,997
401,966,89
939,641,335
980,743,541
638,943,299
155,594,71
271,6,875
329,252,799
659,98,981
648,586,709
466,401,726
353,321,296
348,941,244
568,672,160
673,268,236
713,182,999
663,234,215
45,252,799
462,211,137
453,265,27
649,831,346
960,345,679
376,614,993
560,230,877
434,266,551
228,339,193
841,202,139
988,219,769
85,659,870
98,736,627
490,436,630
815,173,160
148,375,885
893,516,299
636,425,858
686,878,770
720,808,386
839,313,946
554,921,457
932,576,595
274,919,305
379,811,385
377,1,646
476,824,52
699,829,318
451,440,249
310,730,112
76,366,269
862,652,822
240,365,485
87,150,374
488,869,570
969,131,596
336,621,785
194,494,394
695,715,341
575,828,759
445,82,160
924,12,926
884,648,401
651,658,722
709,937,247
724,56,504
369,178,16
998,498,739
91,318,855
454,522,59
940,782,741
240,633,286
20,264,73
573,542,39
529,247,316
446,274,99
109,877,683
139,921,19
605,298,681
95,43,299
136,214,502
839,410,381
252,59,548
745,772,722
436,597,599
108,791,37
303,659,965
633,847,824
518,974,223
767,599,865
25,145,801
311,139,265
664,72,296
831,20,392
191,492,9
551,218,282
600,527,655
525,123,566
970,393,310
168,52,955
581,211,282
188,504,595
460,20,614
314,400,206
265,707,564
783,661,79
108,64,990
287,149,28
551,937,388
776,556,321
651,100,361
134,410,762
536,536,460
211,593,674
434,409,253
771,658,817
358,445,120
130,291,719
197,160,108
287,564,617
824,558,434
515,575,227
955,891,292
944,401,95
562,212,571
572,3,504
425,17,306
250,806,581
559,949,266
576,467,802
489,798,829
77,138,415
209,548,726
937,856,315
129,470,440
447,664,825
859,790,226
787,700,776
494,548,928
470,665,668
433,621,416
763,830,49
83,596,616
334,824,292
376,127,747
432,689,135
544,31,32
637,693,146
882,169,808
303,72,673
639,382,951
219,112,740
444,404,519
116,109,136
519,87,463
809,840,900
199,953,806
342,638,338
250,29,290
372,685,830
735,404,562
639,260,118
426,658,596
288,812,164
314,529,656
540,622,6
564,182,220
864,145,160
83,415,829
274,382,21
652,968,896
529,955,599
871,333,905
734,915,112
905,102,877
839,832,266
641,730,241
47,583,525
749,983,253
500,536,841
454,264,710
967,445,654
505,638,548
630,286,864
419,938,925
547,3,606
576,651,252
445,550,518
356,180,574
152,443,206
259,795,370
481,903,831
952,151,350
660,544,455
410,432,705
476,680,164
803,923,565
191,878,365
993,379,799
710,619,314
731,412,733
62,506,244
548,604,780
580,213,312
857,896,449
868,737,1
576,454,727
663,168,738
368,186,491
81,451,981
375,238,233
310,240,647
574,281,340
148,388,902
366,205,163
713,641,18
328,443,123
718,728,616
793,455,746
638,646,393
617,559,791
957,951,471
846,291,426
655,181,293
194,910,795
391,592,964
49,803,76
579,817,176
427,730,904
460,402,916
674,937,450
936,466,829
348,807,247
531,142,146
212,41,472
23,250,943
486,258,154
161,22,29
187,344,25
901,593,42
351,958,808
43,450,484
437,435,236
505,310,557
14,481,764
47,820,766
430,500,84
513,197,106
665,216,471
190,645,332
279,744,78
249,569,627
978,152,622
926,500,476
756,236,116
877,915,436
958,779,103
788,995,159
47,125,921
580,779,107
158,405,321
828,962,562
951,68,374
565,877,565
986,607,298
32,540,42
496,971,398
636,489,139
328,33,65
526,987,685
406,379,629
782,23,643
30,755,895
898,116,474
289,447,310
0,856,387
907,455,168
691,504,498
351,521,661
978,666,32
791,887,692
496,800,811
956,752,355
170,289,193
14,309,706
591,968,878
472,247,544
323,608,892
622,504,168
846,985,369
253,732,308
